id,업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률,개월수_r,가맹점수_r,평균매출액_r,창업비용_r,개점률_r,폐점률_r,레이블
681,기타 외식,모미락,74,8,293197,49720,62,25,0.119266055,0.002071619,0.081060577,0.060486618,0.62,0.25,3
682,분식,모범떡볶이1976,76,17,211131,59810,17,35,0.12293578,0.004735129,0.058371445,0.072761557,0.17,0.35,1
683,기타 외식,모소리,24,7,462751,107300,100,0,0.027522936,0.001775673,0.127937884,0.13053528,1,0,3
684,제과제빵,모찌모찌브레드,27,4,189353,105961,75,0,0.033027523,0.000887837,0.05235039,0.128906326,0.75,0,3
685,기타 외식,모찌이야기,83,9,198917,77325,77,11,0.135779817,0.002367564,0.054994589,0.094069343,0.77,0.11,3
686,카페,모캄보,152,25,149665,150400,12,20,0.262385321,0.007102693,0.041377682,0.18296837,0.12,0.2,4
687,한식,목구멍,48,12,501414,107250,33,0,0.071559633,0.003255401,0.138627206,0.130474453,0.33,0,1
688,기타 외식,목우촌미소와돈,128,12,118829,118670,25,58,0.218348624,0.003255401,0.032852324,0.144367397,0.25,0.58,0
689,기타 외식,목우촌웰빙마을,304,54,364792,107570,5,20,0.541284404,0.015685114,0.100854748,0.130863747,0.05,0.2,4
690,한식,목촌나주곰탕왕갈비탕,40,15,300612,106800,60,13,0.056880734,0.004143238,0.083110633,0.129927007,0.6,0.13,3
691,한식,목촌사골돼지국밥,158,26,467485,106500,15,23,0.273394495,0.007398639,0.129246713,0.129562044,0.15,0.23,4
692,분식,몬나니떡볶이,79,7,123640,59970,0,100,0.128440367,0.001775673,0.034182441,0.072956204,0,1,0
693,중/일식,몬스터스시&사시미,28,5,382968,117750,100,40,0.034862385,0.001183782,0.105879943,0.143248175,1,0.4,3
694,카페,몬스터커피,26,22,212918,56150,100,0,0.031192661,0.006214856,0.058865505,0.068309002,1,0,3
695,제과제빵,못난이꽈배기,76,131,140836,40490,39,8,0.12293578,0.038472921,0.038936691,0.049257908,0.39,0.08,1
696,치킨,못말리는파닭,165,62,151605,45900,4,29,0.286238532,0.018052678,0.041914042,0.055839416,0.04,0.29,4
697,기타 외식,몽뜨레셰프,53,5,39448,177800,0,20,0.080733945,0.001183782,0.010905525,0.216301703,0,0.2,1
698,기타 외식,몽뜨레셰프 인더키친 패밀리 레스토랑,53,5,778332,285400,0,0,0.080733945,0.001183782,0.215187889,0.347201946,0,0,5
699,기타 외식,몽슈슈,26,5,140602,99669,100,0,0.031192661,0.001183782,0.038871996,0.121251825,1,0,3
700,중/일식,몽짬뽕,35,5,319477,92500,0,0,0.047706422,0.001183782,0.088326319,0.112530414,0,0,1
701,치킨,몽키스비어,38,9,192631,68210,0,22,0.053211009,0.002367564,0.053256673,0.082980535,0,0.22,1
702,분식,무꼬뭐꼬떡볶이,25,86,47172,46300,100,0,0.029357798,0.025155371,0.013041012,0.056326034,1,0,3
703,기타 외식,무보까국밥,81,29,395112,71460,13,6,0.132110092,0.008286475,0.109237445,0.086934307,0.13,0.06,1
704,한식,무봉리토종순대국,263,148,252477,88800,4,5,0.466055046,0.043503995,0.069802548,0.108029197,0.04,0.05,4
705,치킨,무봤나 촌닭,215,28,303731,77010,0,21,0.377981651,0.00799053,0.083972956,0.093686131,0,0.21,4
706,치킨,무성구어바베큐치킨,156,15,70849,32150,13,6,0.269724771,0.004143238,0.019587091,0.039111922,0.13,0.06,4
707,한식,무쏘,38,48,598163,89400,93,4,0.053211009,0.013909441,0.165375809,0.108759124,0.93,0.04,3
708,주점,무한사케무사,98,9,353154,53350,11,100,0.163302752,0.002367564,0.097637141,0.064902676,0.11,1,0
709,한식,무한장소,52,8,100179,147650,0,100,0.078899083,0.002071619,0.02769608,0.179622871,0,1,0
710,기타 외식,문가네 정육식당,32,6,617312,122700,66,0,0.042201835,0.001479728,0.170670013,0.149270073,0.66,0,3
711,한식,문래돼지불백,52,9,364293,70100,11,0,0.078899083,0.002367564,0.100716787,0.085279805,0.11,0,1
712,치킨,문진옥숯불바베큐치킨,34,6,136905,44250,50,0,0.04587156,0.001479728,0.037849871,0.053832117,0.5,0,3
713,한식,문창식갈비탕,34,5,226475,117200,20,0,0.04587156,0.001183782,0.062613665,0.142579075,0.2,0,1
714,기타 외식,문토스트,35,13,355698,65700,61,7,0.047706422,0.003551347,0.098340491,0.079927007,0.61,0.07,3
715,분식,미가람팔팔닭떡볶이,46,6,489196,137800,16,0,0.067889908,0.001479728,0.135249244,0.167639903,0.16,0,1
716,기타 외국식,미각양꼬치,51,39,356849,82200,7,10,0.07706422,0.011245931,0.098658713,0.1,0.07,0.1,1
717,기타 외식,미방,52,11,264002,92840,54,0,0.078899083,0.002959455,0.072988913,0.112944039,0.54,0,3
718,기타 외국식,미분당,38,19,445768,100920,47,0,0.053211009,0.00532702,0.123242523,0.122773723,0.47,0,3
719,패스트푸드,미사랑임실치즈피자,176,8,57819,74792,0,25,0.306422018,0.002071619,0.015984632,0.090987835,0,0.25,4
720,한식,미사리밀빛초계국수,107,25,523696,82700,20,16,0.179816514,0.007102693,0.144787604,0.100608273,0.2,0.16,1
721,기타 외식,미사리스테이크,36,2,459191,169415,50,0,0.049541284,0.000295946,0.126953636,0.206100973,0.5,0,3
722,중/일식,미소야,243,195,356974,87140,4,4,0.429357798,0.057413436,0.098693272,0.106009732,0.04,0.04,4
723,주점,미술관,81,56,485755,150500,8,16,0.132110092,0.016277005,0.134297897,0.183090024,0.08,0.16,1
724,패스트푸드,미스앤미스터포테이토,135,16,176795,94950,12,25,0.231192661,0.004439183,0.048878427,0.115510949,0.12,0.25,1
725,기타 외식,미스코다리 미스터황태,50,8,223293,67900,25,0,0.075229358,0.002071619,0.061733925,0.082603406,0.25,0,1
726,한식,미스터닭찜,46,8,41417,44470,62,75,0.067889908,0.002071619,0.011449903,0.054099757,0.62,0.75,0
727,한식,미스터보쌈5379,107,93,186812,55250,7,31,0.179816514,0.02722699,0.051647869,0.067214112,0.07,0.31,1
728,기타 외식,미스터빠삭,30,39,127610,70200,71,5,0.03853211,0.011245931,0.035280043,0.08540146,0.71,0.05,3
729,중/일식,미스터스시,81,17,451812,166300,0,41,0.132110092,0.004735129,0.124913533,0.202311436,0,0.41,0
730,한식,미스터오징어,82,29,620444,98500,6,58,0.133944954,0.008286475,0.17153593,0.119829684,0.06,0.58,0
731,패스트푸드,미스터톡톡(Mr TokTok),68,6,348572,51100,0,83,0.108256881,0.001479728,0.096370336,0.06216545,0,0.83,0
732,패스트푸드,미스터파파임실치즈피자,156,19,33368,53150,0,0,0.269724771,0.00532702,0.009224562,0.064659367,0,0,4
733,패스트푸드,미스터피자,294,235,349280,236253,3,13,0.52293578,0.069251258,0.09656608,0.287412409,0.03,0.13,4
734,한식,미식가의구이,36,39,313158,111900,46,0,0.049541284,0.011245931,0.086579279,0.136131387,0.46,0,3
735,기타 외식,미쓰족발,96,36,376760,102820,0,16,0.159633028,0.010358094,0.104163591,0.125085158,0,0.16,1
736,분식,미정국수0410,138,25,516271,87068,28,4,0.236697248,0.007102693,0.142734783,0.105922141,0.28,0.04,1
737,치킨,미쳐버린파닭,169,85,103652,28100,4,14,0.293577982,0.024859426,0.028656275,0.034184915,0.04,0.14,4
738,한식,미추냉삼,27,1,366111,120390,0,0,0.033027523,0,0.101219417,0.146459854,0,0,1
739,기타 외식,미친고기,57,16,436824,107530,12,0,0.088073394,0.004439183,0.120769737,0.130815085,0.12,0,1
740,중/일식,미카도스시,55,38,653831,131500,31,18,0.08440367,0.010949985,0.180766574,0.159975669,0.31,0.18,1
741,기타 외국식,미쿡식당,40,5,604523,129960,20,20,0.056880734,0.001183782,0.167134185,0.15810219,0.2,0.2,1
742,기타 외국식,미태리,29,25,284462,91152,84,0,0.036697248,0.007102693,0.078645575,0.110890511,0.84,0,3
743,주점,민혁이네외국포차,49,7,336199,116050,28,57,0.073394495,0.001775673,0.092949521,0.141180049,0.28,0.57,0
744,기타 외식,밀겨울,50,23,139852,61400,26,8,0.075229358,0.006510802,0.038664641,0.074695864,0.26,0.08,1
745,분식,밀방떡,42,22,245153,49640,72,9,0.060550459,0.006214856,0.067777651,0.060389294,0.72,0.09,3
746,분식,밀크밥버거,95,7,41102,36300,0,100,0.157798165,0.001775673,0.011362813,0.044160584,0,1,0
747,패스트푸드,밀플랜비,70,19,288812,72300,26,5,0.111926606,0.00532702,0.079848238,0.087956204,0.26,0.05,1
748,주점,밀회관,31,11,493022,76736,90,9,0.040366972,0.002959455,0.136307035,0.093352798,0.9,0.09,3
749,기타 외식,바B큐맥덕,45,3,59280,53400,0,0,0.066055046,0.000591891,0.016388561,0.064963504,0,0,1
750,기타 외국식,바네스,87,3,71317,264700,0,33,0.143119266,0.000591891,0.019716481,0.322019465,0,0.33,1
751,기타 외식,바다양푼이 동태탕 찜,134,327,20826,3800,22,31,0.229357798,0.096478248,0.005757022,0.004622871,0.22,0.31,4
752,한식,바다향왕코다리,21,5,722355,211200,100,0,0.022018349,0.001183782,0.199711693,0.256934307,1,0,3
753,한식,바로만든족발,22,9,155919,58900,100,0,0.023853211,0.002367564,0.043106752,0.071654501,1,0,3
754,분식,바르다김선생,85,138,396549,143270,9,15,0.139449541,0.04054454,0.109634739,0.174294404,0.09,0.15,1
755,기타 외식,바르미샤브샤브n칼국수,137,27,958344,581600,7,3,0.234862385,0.007694584,0.264956563,0.707542579,0.07,0.03,5
756,기타 외식,바르미샤브칼국수,263,8,308628,38090,0,0,0.466055046,0.002071619,0.085326851,0.0463382,0,0,4
757,기타 외식,바른곱창,22,7,141635,39182,100,0,0.023853211,0.001775673,0.039157594,0.047666667,1,0,3
758,치킨,바른치킨,69,170,320278,49400,18,11,0.110091743,0.050014797,0.088547775,0.060097324,0.18,0.11,1
759,중/일식,바른푸드,33,13,68169,22550,76,7,0.044036697,0.003551347,0.01884614,0.02743309,0.76,0.07,3
760,카페,바리스타비,138,11,55718,36300,0,0,0.236697248,0.002959455,0.01540376,0.044160584,0,0,1
761,한식,바베큐덕삼이&화끈한닭발러,26,6,136445,39600,100,16,0.031192661,0.001479728,0.037722693,0.048175182,1,0.16,3
762,한식,바베큐통족구이,135,38,120373,73950,2,26,0.231192661,0.010949985,0.0332792,0.089963504,0.02,0.26,4
763,한식,바보돼지두마리,45,11,187091,54580,27,27,0.066055046,0.002959455,0.051725005,0.066399027,0.27,0.27,1
764,치킨,바보스,66,53,89922,70840,1,26,0.104587156,0.015389168,0.024860284,0.086180049,0.01,0.26,1
765,한식,바보형제쭈꾸미,84,21,445993,157950,4,9,0.137614679,0.005918911,0.123304729,0.192153285,0.04,0.09,1
766,기타 외식,바비박스,108,7,118638,56340,57,100,0.181651376,0.001775673,0.032799517,0.068540146,0.57,1,0
767,기타 외식,바비큐BOX,43,8,52540,35250,0,0,0.062385321,0.002071619,0.014525125,0.042883212,0,0,1
768,치킨,바비후,51,8,348528,109400,12,12,0.07706422,0.002071619,0.096358171,0.133090024,0.12,0.12,1
769,카페,바빈스,110,58,126324,69000,17,25,0.185321101,0.016868896,0.034924498,0.083941606,0.17,0.25,1
770,카페,바세츠 아이스크림(BASSETTS ICE CREAM),46,21,92107,97600,38,52,0.067889908,0.005918911,0.02546438,0.118734793,0.38,0.52,0
771,기타 외식,바오밥(BAOBAB),75,22,311664,108206,4,18,0.121100917,0.006214856,0.086166226,0.13163747,0.04,0.18,1
772,한식,바우네 나주곰탕,41,53,281883,70980,33,32,0.058715596,0.015389168,0.077932548,0.086350365,0.33,0.32,1
773,한식,바우네나주곰탕,76,174,260826,72630,45,18,0.12293578,0.051198579,0.072110831,0.088357664,0.45,0.18,1
774,기타 외식,바이젠하우스,71,11,387811,115420,18,0,0.113761468,0.002959455,0.107218907,0.140413625,0.18,0,1
775,분식,바푸리,94,92,168053,80170,3,31,0.155963303,0.026931045,0.04646149,0.097530414,0.03,0.31,1
776,기타 외식,바푸리pho베트남쌀국수,50,36,204817,100980,11,47,0.075229358,0.010358094,0.056625787,0.122846715,0.11,0.47,0
777,제과제빵,바푸리수제식빵,38,7,123628,84700,0,71,0.053211009,0.001775673,0.034179123,0.103041363,0,0.71,0
778,기타 외식,바푸리쉬는시간,31,6,201712,86350,66,83,0.040366972,0.001479728,0.055767335,0.105048662,0.66,0.83,0
779,한식,바푸리죽앤즙,66,5,118142,86900,20,40,0.104587156,0.001183782,0.032662386,0.105717762,0.2,0.4,0
780,한식,박가부대,152,127,247592,107993,7,12,0.262385321,0.037289139,0.068451971,0.131378345,0.07,0.12,4
781,한식,박군자진주냉면,83,13,495642,21500,23,30,0.135779817,0.003551347,0.137031397,0.026155718,0.23,0.3,1
782,치킨,박군치킨,103,99,79775,70200,18,19,0.172477064,0.029002664,0.0220549,0.08540146,0.18,0.19,1
783,한식,박수근네온천골,188,11,270519,32000,9,9,0.328440367,0.002959455,0.074790695,0.03892944,0.09,0.09,4
784,기타 외식,박은자맛사랑,43,11,456431,109500,0,36,0.062385321,0.002959455,0.126190567,0.133211679,0,0.36,1
785,한식,반마리가격에한마리반한찜닭,20,9,126044,34933,100,0,0.020183486,0.002367564,0.034847085,0.042497567,1,0,3
786,카페,반반스프링스커피(BANBANSPRINGS COFFEE),67,14,255035,63500,21,28,0.106422018,0.003847292,0.070509769,0.077250608,0.21,0.28,1
787,한식,반반식당,55,12,280436,188700,0,8,0.08440367,0.003255401,0.07753249,0.229562044,0,0.08,1
788,기타 외식,반반한족발닭발,50,5,138981,75510,40,0,0.075229358,0.001183782,0.038423832,0.091861314,0.4,0,1
789,패스트푸드,반올림피자샵,77,231,422230,36300,6,1,0.124770642,0.068067476,0.116734873,0.044160584,0.06,0.01,1
790,분식,반장떡볶이,83,11,244111,65040,9,45,0.135779817,0.002959455,0.067489564,0.079124088,0.09,0.45,0
791,한식,반주(BANJOO),63,1,3317161,346800,0,0,0.099082569,0,0.917108611,0.42189781,0,0,5
792,기타 외국식,반포식스,99,15,686690,185400,0,0,0.165137615,0.004143238,0.18985124,0.225547445,0,0,5
793,한식,반할맛으로 값어치하는 소고깃집,72,22,881119,176000,27,4,0.11559633,0.006214856,0.243605843,0.214111922,0.27,0.04,5
794,한식,발빠닭,82,20,277692,43250,40,25,0.133944954,0.005622965,0.076773845,0.052615572,0.4,0.25,1
795,한식,밤새먹소,51,10,744904,97950,50,0,0.07706422,0.00266351,0.205945909,0.119160584,0.5,0,3
796,분식,밥맛나는세상,69,70,228722,64620,17,20,0.110091743,0.020420243,0.063234903,0.078613139,0.17,0.2,1
797,기타 외식,밥스테이크,45,10,188979,76060,0,60,0.066055046,0.00266351,0.052246989,0.092530414,0,0.6,0
798,분식,밥앤스낵,38,9,175897,37080,33,11,0.053211009,0.002367564,0.048630153,0.045109489,0.33,0.11,1
799,한식,밥장인돼지찌개,70,41,250017,56900,46,19,0.111926606,0.011837822,0.069122421,0.069221411,0.46,0.19,1
800,한식,밥통령,45,60,98387,8800,50,13,0.066055046,0.017460787,0.027200638,0.010705596,0.5,0.13,3
801,한식,방가삼대 얼큰한뼈해장국,34,5,607363,82000,0,0,0.04587156,0.001183782,0.167919371,0.099756691,0,0,1
802,한식,방일해장국,253,70,204563,88600,1,5,0.447706422,0.020420243,0.056555563,0.107785888,0.01,0.05,4
803,기타 외식,배가네동태탕찜전문점,54,11,256538,67200,18,9,0.082568807,0.002959455,0.070925309,0.081751825,0.18,0.09,1
804,기타 외식,배달5삼겹,42,10,314263,16170,0,0,0.060550459,0.00266351,0.086884783,0.019671533,0,0,1
805,기타 외식,배달돼지,53,29,202504,45920,20,51,0.080733945,0.008286475,0.055986302,0.055863747,0.2,0.51,0
806,한식,배달삼겹 돼지되지,56,116,251514,24500,24,34,0.086238532,0.034033738,0.069536303,0.029805353,0.24,0.34,1
807,한식,배달삼겹직구삼,47,50,399627,36300,40,10,0.069724771,0.014501332,0.110485726,0.044160584,0.4,0.1,1
808,한식,배달짜글OH짜글,23,37,311137,39400,100,0,0.025688073,0.01065404,0.086020524,0.047931873,1,0,3
809,한식,배부장찌개,57,105,355797,60850,28,14,0.088073394,0.030778337,0.098367862,0.074026764,0.28,0.14,1
810,한식,배사장,22,6,373482,52740,100,0,0.023853211,0.001479728,0.103257308,0.064160584,1,0,3
811,카페,배스킨라빈스,408,1396,522863,269150,8,1,0.732110092,0.412844037,0.144557301,0.32743309,0.08,0.01,2
812,한식,배씨상회,55,7,136333,57100,42,0,0.08440367,0.001775673,0.037691728,0.06946472,0.42,0,1
813,기타 외식,배터지는갈비,61,15,319697,83300,13,46,0.095412844,0.004143238,0.088387144,0.1013382,0.13,0.46,0
814,중/일식,배터지는생동까스,183,87,110012,46100,9,18,0.319266055,0.025451317,0.03041465,0.056082725,0.09,0.18,4
815,한식,백곱식당,28,4,900686,70650,75,0,0.034862385,0.000887837,0.249015614,0.085948905,0.75,0,3
816,한식,백그릇국밥,25,6,392598,104550,100,16,0.029357798,0.001479728,0.108542389,0.127189781,1,0.16,3
817,카페,백금당,44,15,196232,81905,53,0,0.064220183,0.004143238,0.054252256,0.099641119,0.53,0,3
818,기타 외식,백남옥달인손만두,48,14,268469,67900,50,35,0.071559633,0.003847292,0.074223923,0.082603406,0.5,0.35,1
819,치킨,백년가마솥옛날통닭,50,20,113316,36300,55,5,0.075229358,0.005622965,0.031328121,0.044160584,0.55,0.05,3
820,기타 외식,백년회관서서갈비,35,23,715537,218550,30,56,0.047706422,0.006510802,0.197826692,0.265875912,0.3,0.56,5
821,한식,백미옛날갈비,30,6,599835,122700,50,16,0.03853211,0.001479728,0.165838073,0.149270073,0.5,0.16,3
822,주점,백스비어,71,33,628184,78080,27,21,0.113761468,0.009470257,0.173675841,0.094987835,0.27,0.21,1
823,기타 외식,백정,141,5,1016992,112329,0,60,0.242201835,0.001183782,0.281171222,0.136653285,0,0.6,0
824,한식,백종원의원조쌈밥집,335,28,537583,137360,21,25,0.598165138,0.00799053,0.148627001,0.167104623,0.21,0.25,4
825,한식,백채,75,140,253638,46860,10,5,0.121100917,0.041136431,0.070123534,0.057007299,0.1,0.05,1
826,한식,백철판0410,71,8,383252,110160,0,25,0.113761468,0.002071619,0.105958461,0.134014599,0,0.25,1
827,한식,백청우칼국수,228,15,390883,140080,0,6,0.401834862,0.004143238,0.108068236,0.170413625,0,0.06,4
828,한식,백촌진짜대구막창,48,9,157566,68340,44,11,0.071559633,0.002367564,0.043562105,0.083138686,0.44,0.11,1
829,한식,백하돼지생갈비,38,5,626685,135350,80,20,0.053211009,0.001183782,0.173261406,0.164659367,0.8,0.2,3
830,패스트푸드,버거307,76,15,173907,66250,20,6,0.12293578,0.004143238,0.04807997,0.080596107,0.2,0.06,1
831,기타 외식,버거앤프라이즈(Burger&Friez),53,27,181802,83300,48,25,0.080733945,0.007694584,0.050262733,0.1013382,0.48,0.25,1
832,패스트푸드,버거킹(Burger King),434,101,981168,551840,1,0,0.779816514,0.029594555,0.27126681,0.6713382,0.01,0,5
833,기타 외식,버금새우,43,9,183365,50070,55,22,0.062385321,0.002367564,0.050694863,0.060912409,0.55,0.22,3
834,분식,버무리떡볶이,154,90,161311,56130,10,8,0.266055046,0.026339154,0.044597501,0.068284672,0.1,0.08,4
835,패스트푸드,벅스리아,121,8,37964,52800,37,12,0.205504587,0.002071619,0.010495237,0.064233577,0.37,0.12,1
836,한식,번지농장돌판아구찜,127,14,406796,113000,14,14,0.216513761,0.003847292,0.11246777,0.137469586,0.14,0.14,1
837,카페,벌크커피(BULK COFFEE),38,104,183451,69100,39,2,0.053211009,0.030482391,0.050718639,0.08406326,0.39,0.02,1
838,치킨,범벅치킨,86,4,176133,64700,50,25,0.141284404,0.000887837,0.048695401,0.078710462,0.5,0.25,1
839,치킨,범프리카인생치킨,38,51,314520,47900,60,11,0.053211009,0.014797277,0.086955837,0.058272506,0.6,0.11,3
840,제과제빵,베러댄와플,22,62,79484,56000,100,0,0.023853211,0.018052678,0.021974446,0.068126521,1,0,3
841,카페,베러먼데이,56,18,118539,63000,61,11,0.086238532,0.005031074,0.032772146,0.076642336,0.61,0.11,3
842,기타 외식,베브릿지,48,13,224746,110800,53,7,0.071559633,0.003551347,0.062135642,0.134793187,0.53,0.07,3
843,카페,베스트빈,198,29,63497,47850,6,10,0.346788991,0.008286475,0.017554453,0.058211679,0.06,0.1,4
844,기타 외국식,베트남노상식당,56,28,241385,58980,14,53,0.086238532,0.00799053,0.066735896,0.071751825,0.14,0.53,0
845,카페,벨라빈스커피,75,6,35521,229810,0,16,0.121100917,0.001479728,0.009819811,0.279574209,0,0.16,1
846,한식,별난돼지 김치찌개 & 뒷고기,37,5,348284,126200,0,0,0.051376147,0.001183782,0.096290712,0.153527981,0,0,1
847,한식,별법 동태탕 왕해물찜,102,23,113269,53350,0,47,0.170642202,0.006510802,0.031315127,0.064902676,0,0.47,0
848,치킨,별별치킨,135,10,134961,49500,20,50,0.231192661,0.00266351,0.037312405,0.060218978,0.2,0.5,0
849,한식,별을 품은 곱창,64,14,316449,61063,21,21,0.100917431,0.003847292,0.087489155,0.074285888,0.21,0.21,1
850,기타 외식,병천황토방순대,276,43,139417,17500,6,9,0.489908257,0.012429713,0.038544374,0.021289538,0.06,0.09,4
