id,업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률,개월수_r,가맹점수_r,평균매출액_r,창업비용_r,개점률_r,폐점률_r,레이블
1774,치킨,치킨처럼,81,9,281107,133900,0,66,0.132110092,0.002367564,0.077718004,0.162895377,0,0.66,0
1775,치킨,치킨커플,119,7,161826,97700,0,71,0.201834862,0.001775673,0.044739885,0.118856448,0,0.71,0
1776,치킨,치킨퐁,152,31,246834,103462,3,35,0.262385321,0.008878366,0.068242404,0.12586618,0.03,0.35,4
1777,치킨,치킨플러스,55,370,189353,33148,42,14,0.08440367,0.109203906,0.05235039,0.040326034,0.42,0.14,1
1778,치킨,치킨히어로,113,21,159925,52200,0,19,0.190825688,0.005918911,0.044214307,0.06350365,0,0.19,1
1779,치킨,치특,36,5,105287,51050,100,0,0.049541284,0.001183782,0.02910831,0.062104623,1,0,3
1780,기타 외식,치폴레옹,40,8,174248,53500,0,25,0.056880734,0.002071619,0.048174247,0.065085158,0,0.25,1
1781,분식,치피떡,46,10,72813,32769,20,30,0.067889908,0.00266351,0.020130087,0.039864964,0.2,0.3,1
1782,치킨,칠칠켄터키,77,7,461980,83300,28,0,0.124770642,0.001775673,0.127724722,0.1013382,0.28,0,1
1783,치킨,칠칠켄터키,105,23,461980,83300,8,0,0.176146789,0.006510802,0.127724722,0.1013382,0.08,0,1
1784,기타 외식,칠프로칠백식당,119,13,474103,95000,15,7,0.201834862,0.003551347,0.131076419,0.115571776,0.15,0.07,1
1785,중/일식,카모메,131,26,177807,71300,19,15,0.223853211,0.007398639,0.049158219,0.086739659,0.19,0.15,1
1786,기타 외식,카츠젠,57,25,453444,63050,20,8,0.088073394,0.007102693,0.125364739,0.076703163,0.2,0.08,1
1787,중/일식,카츠탄탄,28,8,483248,169750,87,12,0.034862385,0.002071619,0.133604776,0.206508516,0.87,0.12,3
1788,기타 외식,카툰공감,58,6,106041,239500,0,50,0.089908257,0.001479728,0.029316771,0.29136253,0,0.5,0
1789,카페,카페게이트,84,63,192450,62480,68,1,0.137614679,0.018348624,0.053206631,0.076009732,0.68,0.01,3
1790,카페,카페글렌,136,80,89114,84840,20,12,0.233027523,0.023379698,0.024636893,0.103211679,0.2,0.12,1
1791,카페,카페다빈치,174,4,144411,271000,0,25,0.302752294,0.000887837,0.039925087,0.329683698,0,0.25,4
1792,제과제빵,카페더치즈케익,63,6,273660,141790,33,0,0.099082569,0.001479728,0.075659101,0.172493917,0.33,0,1
1793,카페,카페도헤이 왕의커피,59,17,85863,46700,35,5,0.091743119,0.004735129,0.023738075,0.056812652,0.35,0.05,1
1794,카페,카페띠아모,191,114,154308,177051,0,14,0.333944954,0.033441847,0.042661352,0.215390511,0,0.14,4
1795,카페,카페루앤비,106,81,61010,53490,20,33,0.177981651,0.023675644,0.016866862,0.065072993,0.2,0.33,1
1796,카페,카페리빈,80,19,115738,79250,31,26,0.130275229,0.00532702,0.031997742,0.096411192,0.31,0.26,1
1797,카페,카페베네,153,314,196464,175500,7,20,0.264220183,0.092630956,0.054316398,0.21350365,0.07,0.2,4
1798,카페,카페보니또,104,32,139152,132270,6,18,0.174311927,0.009174312,0.038471109,0.160912409,0.06,0.18,1
1799,카페,카페브라우니30(CAFE BROWNY30),51,3,175784,125572,0,0,0.07706422,0.000591891,0.048598912,0.15276399,0,0,1
1800,카페,카페아이엠티,112,28,213857,88800,3,10,0.188990826,0.00799053,0.059125114,0.108029197,0.03,0.1,1
1801,카페,카페원플러스원,113,49,107182,90950,4,6,0.190825688,0.014205386,0.029632228,0.110644769,0.04,0.06,1
1802,카페,카페인중독,44,35,144837,50000,71,14,0.064220183,0.010062149,0.040042865,0.060827251,0.71,0.14,3
1803,카페,카페일루이스,158,36,22344,200702,8,8,0.273394495,0.010358094,0.00617671,0.244163017,0.08,0.08,4
1804,카페,카페코나퀸즈,71,10,281150,205800,40,30,0.113761468,0.00266351,0.077729892,0.250364964,0.4,0.3,1
1805,카페,카페홀릭(CAFE HOLIC),74,8,117152,58000,0,0,0.119266055,0.002071619,0.032388676,0.070559611,0,0,1
1806,한식,칼국수한마당,24,8,191194,52820,100,0,0.027522936,0.002071619,0.052859379,0.064257908,1,0,3
1807,기타 외식,칼리가리 박사의 밀실,48,13,364247,84500,15,15,0.071559633,0.003551347,0.100704069,0.102798054,0.15,0.15,1
1808,카페,캔카페,33,12,22112,67450,83,0,0.044036697,0.003255401,0.006112568,0.082055961,0.83,0,3
1809,기타 외식,캠토토스트,202,101,45388,43017,9,18,0.35412844,0.029594555,0.012547782,0.052332117,0.09,0.18,4
1810,카페,커스텀커피,58,8,107295,87020,37,12,0.089908257,0.002071619,0.02966347,0.105863747,0.37,0.12,1
1811,카페,커피101스트릿(COFFEE 101 STREET),67,15,168016,107500,26,0,0.106422018,0.004143238,0.04645126,0.130778589,0.26,0,1
1812,카페,커피가예쁘다,157,6,131668,130900,16,33,0.271559633,0.001479728,0.036401976,0.159245742,0.16,0.33,4
1813,카페,커피나뜨래,65,27,37136,68450,3,11,0.102752294,0.007694584,0.010266317,0.083272506,0.03,0.11,1
1814,카페,커피나무,120,46,208784,102000,15,17,0.203669725,0.01331755,0.05772256,0.124087591,0.15,0.17,1
1815,카페,커피니(COFFEENIE),136,109,168156,88000,6,15,0.233027523,0.031962119,0.046489966,0.107055961,0.06,0.15,4
1816,카페,커피더캠프,52,17,144262,78922,5,41,0.078899083,0.004735129,0.039883892,0.096012165,0.05,0.41,0
1817,카페,커피마마,126,206,87589,56400,7,14,0.214678899,0.060668837,0.024215269,0.068613139,0.07,0.14,4
1818,카페,커피명가,192,36,227722,198600,8,8,0.335779817,0.010358094,0.062958429,0.241605839,0.08,0.08,4
1819,카페,커피베이,117,597,99883,65940,24,14,0.198165138,0.176383545,0.027614243,0.080218978,0.24,0.14,4
1820,카페,커피볶는집,170,3,114558,149650,33,0,0.295412844,0.000591891,0.031671502,0.182055961,0.33,0,4
1821,카페,커피사피엔스,82,13,112604,49330,46,7,0.133944954,0.003551347,0.031131272,0.060012165,0.46,0.07,1
1822,기타 외식,커피스미스,117,45,404243,252215,15,15,0.198165138,0.013021604,0.111761931,0.3068309,0.15,0.15,5
1823,카페,커피에반하다,120,688,109998,61226,22,8,0.203669725,0.20331459,0.03041078,0.074484185,0.22,0.08,4
1824,카페,커피온리,54,117,188011,75713,29,21,0.082568807,0.034329683,0.051979362,0.092108273,0.29,0.21,1
1825,기타 외식,커피왕,51,28,131899,61135,25,3,0.07706422,0.00799053,0.036465841,0.074373479,0.25,0.03,1
1826,카페,커피코트,58,35,187676,93160,17,11,0.089908257,0.010062149,0.051886743,0.113333333,0.17,0.11,1
1827,카페,커피펍스,64,2,49344,45880,0,50,0.100917431,0.000295946,0.013641514,0.055815085,0,0.5,0
1828,카페,커피홀(coffee hole),116,24,77041,73090,12,20,0.196330275,0.006806748,0.02129902,0.088917275,0.12,0.2,1
1829,제과제빵,커피홀베이커리,42,20,138982,193850,50,15,0.060550459,0.005622965,0.038424108,0.235827251,0.5,0.15,1
1830,카페,커핀그루나루,157,31,313025,247100,3,38,0.271559633,0.008878366,0.086542508,0.300608273,0.03,0.38,4
1831,기타 외국식,컨트리맨즈,71,19,727436,368640,26,21,0.113761468,0.00532702,0.201116458,0.448467153,0.26,0.21,5
1832,치킨,컬투치킨,120,99,177675,43570,38,30,0.203669725,0.029002664,0.049121724,0.053004866,0.38,0.3,1
1833,카페,컴포즈커피(COMPOSE COFFEE),79,384,260853,83210,45,1,0.128440367,0.113347144,0.072118296,0.10122871,0.45,0.01,1
1834,카페,케이엠엘리 갤러리카페,39,21,41389,104500,52,14,0.055045872,0.005918911,0.011442161,0.127128954,0.52,0.14,3
1835,분식,케이콜라보김밥∙떡볶이,61,27,174733,79600,33,11,0.095412844,0.007694584,0.048308337,0.096836983,0.33,0.11,1
1836,제과제빵,케이크를부탁해,60,9,180225,82410,0,66,0.093577982,0.002367564,0.049826734,0.100255474,0,0.66,0
1837,주점,코&타베,21,7,734936,160600,100,0,0.022018349,0.001775673,0.203190015,0.195377129,1,0,3
1838,패스트푸드,코끼리가반한핫도그,45,9,74213,36800,44,33,0.066055046,0.002367564,0.020517151,0.044768856,0.44,0.33,1
1839,한식,코다리밥상,64,21,787707,196100,19,9,0.100917431,0.005918911,0.217779835,0.238564477,0.19,0.09,5
1840,한식,코다차야,91,14,1917239,372480,0,7,0.150458716,0.003847292,0.530066293,0.453138686,0,0.07,5
1841,치킨,코리안바베큐,276,138,119256,71000,2,9,0.489908257,0.04054454,0.032970378,0.086374696,0.02,0.09,4
1842,치킨,코리엔탈깻잎두마리치킨,83,168,112883,7571,11,34,0.135779817,0.049422906,0.031208408,0.009210462,0.11,0.34,1
1843,기타 외식,코바코,261,179,189574,169801,7,11,0.462385321,0.052678307,0.052411491,0.20657056,0.07,0.11,4
1844,중/일식,코소코소,47,6,253737,73000,0,16,0.069724771,0.001479728,0.070150905,0.088807786,0,0.16,1
1845,기타 외식,코이라멘,30,22,292606,87100,50,0,0.03853211,0.006214856,0.080897181,0.105961071,0.5,0,3
1846,주점,코젤다크하우스(KOZELDARKHAUS),90,23,284090,99700,17,4,0.148623853,0.006510802,0.078542727,0.121289538,0.17,0.04,1
1847,중/일식,코코로벤또,108,15,371748,102550,13,13,0.181651376,0.004143238,0.102777902,0.124756691,0.13,0.13,1
1848,기타 외식,코코샤브,97,26,608091,304800,7,7,0.16146789,0.007398639,0.168120644,0.37080292,0.07,0.07,5
1849,제과제빵,코코호도,172,155,161990,87120,1,3,0.299082569,0.045575614,0.044785227,0.105985401,0.01,0.03,4
1850,주점,코키펍(COCKY-PUB),83,5,683788,147500,0,0,0.135779817,0.001183782,0.189048912,0.179440389,0,0,1
1851,카페,코페아커피(COFFEA COFFEE),168,16,136227,147000,0,31,0.291743119,0.004439183,0.037662422,0.178832117,0,0.31,4
1852,카페,콘레드커피,29,15,214064,59800,86,6,0.036697248,0.004143238,0.059182344,0.072749392,0.86,0.06,3
1853,치킨,콩닥콩닭,75,8,129107,24100,0,12,0.121100917,0.002071619,0.035693925,0.029318735,0,0.12,1
1854,한식,콩두,23,21,302714,51200,100,0,0.025688073,0.005918911,0.083691782,0.062287105,1,0,3
1855,한식,콩불,144,36,306590,70250,5,50,0.247706422,0.010358094,0.084763396,0.085462287,0.05,0.5,0
1856,기타 외식,콩사돈,51,11,290658,29700,0,36,0.07706422,0.002959455,0.080358609,0.036131387,0,0.36,1
1857,기타 외식,콩샌,113,34,97474,62150,14,32,0.190825688,0.009766203,0.026948217,0.075608273,0.14,0.32,1
1858,한식,콩시루,252,16,231617,75800,0,25,0.44587156,0.004439183,0.064035296,0.092214112,0,0.25,4
1859,기타 외식,콩심,70,91,506351,91550,26,7,0.111926606,0.026635099,0.139992159,0.111374696,0.26,0.07,1
1860,기타 외식,쿠마키친,34,6,128947,99281,100,0,0.04587156,0.001479728,0.035649689,0.120779805,1,0,3
1861,중/일식,쿠벤(KU·BEN),71,14,131083,54900,0,21,0.113761468,0.003847292,0.036240238,0.066788321,0,0.21,1
1862,중/일식,쿠시마사,24,1,344184,208500,100,0,0.027522936,0,0.095157167,0.253649635,1,0,3
1863,중/일식,쿠우쿠우,108,117,2945261,822000,13,3,0.181651376,0.034329683,0.814287855,1,0.13,0.03,5
1864,분식,쿠웨이트떡볶이,35,60,167889,43450,66,30,0.047706422,0.017460787,0.046416148,0.052858881,0.66,0.3,3
1865,기타 외식,쿡1015,108,124,228565,61180,27,4,0.181651376,0.036401302,0.063191497,0.074428224,0.27,0.04,1
1866,한식,쿡친,91,9,119751,62720,0,44,0.150458716,0.002367564,0.033107233,0.076301703,0,0.44,0
1867,주점,쿨럭(coolluck),137,9,134808,11900,0,77,0.234862385,0.002367564,0.037270105,0.014476886,0,0.77,0
1868,패스트푸드,퀴즈노스서브,177,73,255199,163349,23,16,0.308256881,0.021308079,0.07055511,0.198721411,0.23,0.16,4
1869,카페,퀸즈브라운,72,20,108658,64700,25,70,0.11559633,0.005622965,0.030040304,0.078710462,0.25,0.7,0
1870,중/일식,큐큐면관,27,7,301264,102650,28,0,0.033027523,0.001775673,0.083290895,0.124878345,0.28,0,1
1871,제과제빵,크라상점,26,11,181945,67700,100,0,0.031192661,0.002959455,0.050302269,0.082360097,1,0,3
1872,주점,크라운호프보리장인,43,214,364020,62500,74,0,0.062385321,0.063036401,0.10064131,0.076034063,0.74,0,3
1873,주점,크래프트한스(Craft Han's),87,45,314166,83850,20,13,0.143119266,0.013021604,0.086857965,0.102007299,0.2,0.13,1
1874,카페,크레이저커피(C.Razer coffee),76,12,60795,73500,58,25,0.12293578,0.003255401,0.01680742,0.089416058,0.58,0.25,3
1875,제과제빵,크리스피크림,76,59,320257,231616,5,3,0.12293578,0.017164842,0.088541969,0.28177129,0.05,0.03,1
1876,분식,크앙분식,11,6,61500,56350,100,0,0.003669725,0.001479728,0.017002334,0.068552311,1,0,3
1877,한식,큰돈쪽쪽갈비,68,6,205717,131500,16,16,0.108256881,0.001479728,0.056874614,0.159975669,0.16,0.16,1
1878,한식,큰맘할매순대국,85,407,236761,68230,19,25,0.139449541,0.120153892,0.065457479,0.083004866,0.19,0.25,1
1879,기타 외식,큰바다해물아구찜,28,4,494406,66600,75,0,0.034862385,0.000887837,0.136689675,0.081021898,0.75,0,3
1880,한식,큰정할매순대국,67,10,294314,94860,0,30,0.106422018,0.00266351,0.081369399,0.11540146,0,0.3,1
1881,치킨,큰통치킨,180,34,51029,22220,2,2,0.313761468,0.009766203,0.014107373,0.02703163,0.02,0.02,4
1882,기타 외국식,클램(CLAM),56,7,542636,221780,0,42,0.086238532,0.001775673,0.150024026,0.269805353,0,0.42,5
1883,중/일식,키무카츠,45,18,313109,150400,16,16,0.066055046,0.005031074,0.086565731,0.18296837,0.16,0.16,1
1884,기타 외식,킨지(KINJI),38,10,421823,112965,20,10,0.053211009,0.00266351,0.116622348,0.137427007,0.2,0.1,1
1885,한식,킹부대찌개테이크아웃,34,20,51290,19800,60,25,0.04587156,0.005622965,0.014179532,0.024087591,0.6,0.25,3
1886,카페,킹스빈,37,13,134615,59800,30,15,0.051376147,0.003551347,0.037216745,0.072749392,0.3,0.15,1
1887,패스트푸드,킹스타피자,72,49,144877,67200,18,6,0.11559633,0.014205386,0.040053924,0.081751825,0.18,0.06,1
1888,분식,킹콩떡볶이,93,42,105384,54950,35,52,0.15412844,0.012133767,0.029135128,0.066849148,0.35,0.52,0
1889,한식,킹콩부대찌개,106,133,291559,106150,17,10,0.177981651,0.039064812,0.080607712,0.129136253,0.17,0.1,1
1890,카페,킹콩쥬스엔커피,62,84,46947,53920,11,14,0.097247706,0.02456348,0.012978805,0.065596107,0.11,0.14,1
1891,제과제빵,타르타르,61,23,358381,242400,0,34,0.095412844,0.006510802,0.099082272,0.294890511,0,0.34,1
1892,카페,타이거슈가(TIGER SUGAR),23,41,1407209,81100,100,0,0.025688073,0.011837822,0.389056156,0.0986618,1,0,5
1893,기타 외식,타코비,138,33,91024,45400,15,36,0.236697248,0.009470257,0.025164958,0.055231144,0.15,0.36,1
1894,분식,탄탄면공방,33,13,232086,110200,61,23,0.044036697,0.003551347,0.064164962,0.13406326,0.61,0.23,3
1895,중/일식,탐나종합어시장,26,15,2209391,104390,100,0,0.031192661,0.004143238,0.610838784,0.126995134,1,0,5
1896,카페,탐앤탐스커피(TOMNTOMS COFFEE),195,301,325424,190108,17,10,0.341284404,0.088783664,0.089970511,0.231274939,0.17,0.1,4
1897,한식,탕쓱잘튀기는집,23,38,21152,48100,100,0,0.025688073,0.010949985,0.005847153,0.058515815,1,0,3
1898,치킨,태권치킨,63,17,224523,86250,5,0,0.099082569,0.004735129,0.062073988,0.104927007,0.05,0,1
1899,한식,태기산더덕순대,254,8,469785,82300,12,0,0.449541284,0.002071619,0.129882604,0.100121655,0.12,0,4
1900,한식,택이네 조개전골,26,15,562955,91300,66,0,0.031192661,0.004143238,0.155641705,0.11107056,0.66,0,3
1901,카페,탭플레이(TAPLAY),57,34,104110,64900,41,17,0.088073394,0.009766203,0.0287829,0.078953771,0.41,0.17,1
1902,카페,터치카페,42,42,53757,71500,30,4,0.060550459,0.012133767,0.014861594,0.086982968,0.3,0.04,1
1903,카페,텀브커피,62,51,87402,78650,19,23,0.097247706,0.014797277,0.024163569,0.095681265,0.19,0.23,1
1904,기타 외식,테그42(TEgg.42),20,5,200304,82630,100,0,0.020183486,0.001183782,0.055378059,0.100523114,1,0,3
1905,치킨,테트리스찜닭,52,100,181923,13100,68,6,0.078899083,0.029298609,0.050296187,0.01593674,0.68,0.06,3
1906,한식,토고리 옛날막창 소갈비살,55,36,245670,62261,58,25,0.08440367,0.010358094,0.067920588,0.075743309,0.58,0.25,3
1907,중/일식,토끼정,65,22,1077730,201100,13,27,0.102752294,0.006214856,0.297963712,0.244647202,0.13,0.27,5
1908,치킨,토닭토닭양념치킨,161,5,72468,49970,0,0,0.278899083,0.001183782,0.020034703,0.060790754,0,0,4
1909,주점,토대력,141,36,211517,59080,8,16,0.242201835,0.010358094,0.058478164,0.071873479,0.08,0.16,4
1910,주점,토리고야,68,8,670811,107800,0,100,0.108256881,0.002071619,0.185461106,0.131143552,0,1,0
1911,카페,토리스타특별한커피,57,11,135231,140050,36,9,0.088073394,0.002959455,0.037387053,0.170377129,0.36,0.09,1
1912,분식,토마토김밥,127,106,365162,65700,7,5,0.216513761,0.031074282,0.100957043,0.079927007,0.07,0.05,1
1913,기타 외식,토마토도시락,150,99,224374,62300,10,15,0.258715596,0.029002664,0.062032793,0.075790754,0.1,0.15,4
1914,기타 외국식,토마틸로,62,6,476796,244350,0,33,0.097247706,0.001479728,0.131820964,0.297262774,0,0.33,5
1915,기타 외식,토스트럭(TOAST LUCK),54,24,144405,60070,25,33,0.082568807,0.006806748,0.039923428,0.073077859,0.25,0.33,1
1916,제과제빵,토스트카페마리,31,3,38723,56300,100,100,0.040366972,0.000591891,0.010705081,0.068491484,1,1,0
1917,패스트푸드,토스피아,176,59,94002,48970,11,64,0.306422018,0.017164842,0.025988299,0.059574209,0.11,0.64,0
1918,한식,토정삼계탕,59,11,393427,94050,9,18,0.091743119,0.002959455,0.108771586,0.114416058,0.09,0.18,1
1919,카페,토프레소,185,225,92216,67516,9,15,0.32293578,0.066291802,0.025494516,0.082136253,0.09,0.15,4
1920,한식,통달배,36,28,150511,29128,100,35,0.049541284,0.00799053,0.041611579,0.035435523,1,0.35,3
1921,기타 외식,통돼지두루치기 한돈돈돈,52,11,199670,41600,9,0,0.078899083,0.002959455,0.055202774,0.050608273,0.09,0,1
1922,기타 외식,통불,76,9,303709,46800,66,11,0.12293578,0.002367564,0.083966874,0.056934307,0.66,0.11,3
1923,기타 외식,통큰갈비,60,71,438620,103577,73,8,0.093577982,0.020716188,0.121266285,0.126006083,0.73,0.08,3
1924,한식,통큰낙지,109,14,354361,176000,28,21,0.183486239,0.003847292,0.097970845,0.214111922,0.28,0.21,1
1925,한식,통큰두마리찜닭,31,33,142412,29654,75,3,0.040366972,0.009470257,0.039372415,0.036075426,0.75,0.03,3
1926,기타 외식,통큰무한삼겹,56,15,397947,91828,66,40,0.086238532,0.004143238,0.11002125,0.111712895,0.66,0.4,3
1927,한식,통큰손쭈꾸미마을,64,4,443705,136450,0,50,0.100917431,0.000887837,0.122672156,0.165997567,0,0.5,0
1928,주점,통파이브,104,45,232790,89310,4,20,0.174311927,0.013021604,0.0643596,0.108649635,0.04,0.2,1
1929,치킨,투가이즈(TWO GUYS),62,19,225569,47630,68,0,0.097247706,0.00532702,0.06236318,0.057944039,0.68,0,3
1930,기타 외식,투고샐러드(TO GO salad),67,25,200838,55250,28,0,0.106422018,0.007102693,0.055525696,0.067214112,0.28,0,1
1931,주점,투다리,395,1475,121928,45330,10,14,0.708256881,0.436223735,0.033709117,0.055145985,0.1,0.14,2
1932,치킨,투마리나,37,11,104511,48300,81,100,0.051376147,0.002959455,0.028893766,0.058759124,0.81,1,0
1933,치킨,투마리치킨,128,21,91641,37695,0,42,0.218348624,0.005918911,0.025335543,0.045857664,0,0.42,0
1934,주점,투사랑,172,61,52537,25450,1,11,0.299082569,0.017756733,0.014524296,0.030961071,0.01,0.11,4
1935,카페,투썸플레이스,150,1097,544844,293650,11,2,0.258715596,0.324356318,0.150634481,0.357238443,0.11,0.02,2
1936,치킨,투존치킨,131,198,176187,57290,16,21,0.223853211,0.058301273,0.048710331,0.069695864,0.16,0.21,4
1937,분식,투핑거스,51,6,74569,69490,83,33,0.07706422,0.001479728,0.020615575,0.084537713,0.83,0.33,3
1938,기타 외식,툴스돈카츠,45,10,178952,65620,100,40,0.066055046,0.00266351,0.049474782,0.079829684,1,0.4,3
1939,주점,트레비어,35,8,255434,197800,25,0,0.047706422,0.002071619,0.070620082,0.240632603,0.25,0,1
1940,제과제빵,트윗젤(Twitzel),72,5,425159,98000,60,0,0.11559633,0.001183782,0.117544666,0.119221411,0.6,0,3
1941,분식,틈새라면,220,43,90030,41720,6,16,0.387155963,0.012429713,0.024890143,0.050754258,0.06,0.16,4
1942,치킨,티바두마리치킨,228,307,136773,30250,22,14,0.401834862,0.090559337,0.037813377,0.036800487,0.22,0.14,4
1943,치킨,파-닭에파무쳐,158,24,247278,20900,4,4,0.273394495,0.006806748,0.068365158,0.025425791,0.04,0.04,4
1944,분식,파더스김밥,72,17,43108,64810,23,17,0.11559633,0.004735129,0.01191742,0.078844282,0.23,0.17,1
1945,제과제빵,파리바게뜨,390,3380,665567,306950,2,2,0.699082569,1,0.184011276,0.373418491,0.02,0.02,2
1946,카페,파스쿠찌,141,460,392607,226150,11,6,0.242201835,0.135839006,0.108544878,0.275121655,0.11,0.06,4
1947,기타 외국식,파스토보이(pastoboy),55,20,310007,50070,25,30,0.08440367,0.005622965,0.085708108,0.060912409,0.25,0.3,1
1948,한식,파주닭국수,52,37,233634,94850,32,10,0.078899083,0.01065404,0.064592944,0.115389294,0.32,0.1,1
1949,기타 외국식,파티오42,88,7,318188,158200,14,42,0.144954128,0.001775673,0.087969944,0.192457421,0.14,0.42,0
1950,제과제빵,파파도나스,35,14,175519,59000,92,0,0.047706422,0.003847292,0.048525646,0.071776156,0.92,0,3
1951,패스트푸드,파파밸리피자,97,11,194740,100000,72,45,0.16146789,0.002959455,0.053839757,0.121654501,0.72,0.45,0
1952,패스트푸드,파파이스,312,39,356513,212820,0,38,0.555963303,0.011245931,0.098565818,0.258905109,0,0.38,4
1953,패스트푸드,파파존스피자,195,148,451966,193119,18,0,0.341284404,0.043503995,0.12495611,0.234937956,0.18,0,4
1954,카페,팔공티,46,212,208663,72950,83,0,0.067889908,0.06244451,0.057689107,0.088746959,0.83,0,3
1955,한식,팔덕식당,42,9,330581,85720,33,11,0.060550459,0.002367564,0.091396289,0.104282238,0.33,0.11,1
1956,한식,팔백국밥,99,17,152886,76800,23,29,0.165137615,0.004735129,0.042268205,0.093430657,0.23,0.29,1
1957,한식,팔백집,50,9,408305,95500,33,33,0.075229358,0.002367564,0.11288497,0.116180049,0.33,0.33,1
1958,기타 외식,팔삼닭발,58,7,144246,30150,14,71,0.089908257,0.001775673,0.039879468,0.036678832,0.14,0.71,0
1959,한식,팔색삼겹살,105,7,847357,98600,14,28,0.176146789,0.001775673,0.234271521,0.119951338,0.14,0.28,1
1960,패스트푸드,팔팔핫도그,52,32,153267,25700,12,28,0.078899083,0.009174312,0.042373542,0.031265207,0.12,0.28,1
1961,한식,팜팜대패,30,11,80226,120580,90,0,0.03853211,0.002959455,0.02217959,0.146690998,0.9,0,3
1962,카페,팬도로시,151,16,163306,133700,0,6,0.260550459,0.004439183,0.045149067,0.162652068,0,0.06,4
1963,기타 외식,팬아시아(Pan Asia),89,5,630497,262970,0,20,0.146788991,0.001183782,0.174315325,0.319914842,0,0.2,5
1964,주점,퍼스트비어,144,16,102603,76040,6,43,0.247706422,0.004439183,0.028366253,0.092506083,0.06,0.43,0
1965,치킨,펀비어킹,132,293,361400,122250,25,9,0.225688073,0.086416099,0.099916947,0.148722628,0.25,0.09,4
1966,기타 외식,펍피맥,39,9,258382,90880,11,22,0.055045872,0.002367564,0.071435128,0.110559611,0.11,0.22,1
1967,치킨,페리카나,480,1126,121270,33950,2,4,0.864220183,0.332938739,0.033527197,0.041301703,0.02,0.04,2
1968,주점,편의점포차핫셰프,48,5,134885,117400,20,100,0.071559633,0.001183782,0.037291393,0.142822384,0.2,1,0
1969,기타 외식,포36거리,99,15,231645,71200,0,20,0.165137615,0.004143238,0.064043037,0.086618005,0,0.2,1
1970,기타 외국식,포로이,142,10,233099,76000,10,40,0.244036697,0.00266351,0.064445031,0.092457421,0.1,0.4,0
1971,기타 외식,포메인,172,127,422601,185950,4,13,0.299082569,0.037289139,0.116837445,0.226216545,0.04,0.13,4
1972,기타 외식,포베이(PhoBay),221,65,440888,178000,6,29,0.388990826,0.018940515,0.121893329,0.216545012,0.06,0.29,4
1973,기타 외국식,포보스,104,10,293551,141400,0,20,0.174311927,0.00266351,0.081158449,0.172019465,0,0.2,1
1974,기타 외식,포아이니(PHOINI),47,26,174639,75700,23,11,0.069724771,0.007398639,0.048282349,0.092092457,0.23,0.11,1
1975,기타 외국식,포앤반(PHO&BANH),45,4,119829,60850,0,100,0.066055046,0.000887837,0.033128798,0.074026764,0,1,0
1976,주점,포차35구역,59,8,180165,63800,12,100,0.091743119,0.002071619,0.049810145,0.077615572,0.12,1,0
1977,주점,포차고고(포차어게인),64,73,277169,80500,6,49,0.100917431,0.021308079,0.076629249,0.097931873,0.06,0.49,0
1978,기타 외식,포차끝판왕,47,27,1019333,165250,0,29,0.069724771,0.007694584,0.281818448,0.201034063,0,0.29,5
1979,주점,포차스미스,35,13,495225,93500,0,38,0.047706422,0.003551347,0.136916107,0.113746959,0,0.38,1
1980,주점,포차왕안춘배,65,6,193765,67650,66,16,0.102752294,0.001479728,0.053570194,0.08229927,0.66,0.16,3
1981,주점,포차플레잉,38,6,880119,350300,0,0,0.053211009,0.001479728,0.243329369,0.426155718,0,0,5
1982,기타 외국식,포트리스,18,21,123084,76800,100,0,0.016513761,0.005918911,0.034028721,0.093430657,1,0,3
1983,카페,포트오브모카(Port of Mocha),119,28,91011,53270,7,17,0.201834862,0.00799053,0.025161364,0.064805353,0.07,0.17,1
1984,기타 외식,포항황소곱창,27,8,327105,74800,100,0,0.033027523,0.002071619,0.090435264,0.090997567,1,0,3
1985,한식,폭풍갈비,31,8,116620,115000,50,37,0.040366972,0.002071619,0.032241592,0.139902676,0.5,0.37,1
1986,주점,폼프리츠,111,22,136924,40050,0,13,0.187155963,0.006214856,0.037855124,0.048722628,0,0.13,1
1987,치킨,푸라닭,73,241,419394,58740,31,2,0.117431193,0.071026931,0.115950792,0.071459854,0.31,0.02,1
1988,기타 외식,푸릴리,70,14,329558,70050,28,28,0.111926606,0.003847292,0.091113456,0.085218978,0.28,0.28,1
1989,기타 외식,풀잎채,82,6,1797739,588689,0,16,0.133944954,0.001479728,0.497027626,0.716166667,0,0.16,5
1990,기타 외식,풍국면,45,25,481380,135000,48,8,0.066055046,0.007102693,0.133088322,0.164233577,0.48,0.08,3
1991,제과제빵,풍년제과,185,17,217076,116000,11,17,0.32293578,0.004735129,0.060015084,0.141119221,0.11,0.17,4
1992,카페,프로즌브라이드,28,6,88377,94650,50,83,0.034862385,0.001479728,0.024433131,0.115145985,0.5,0.83,0
1993,카페,프롬하츠(FROM HEARTS),60,11,209863,150550,27,0,0.093577982,0.002959455,0.058020876,0.183150852,0.27,0,1
1994,기타 외국식,플라잉볼,78,21,188324,134250,14,23,0.126605505,0.005918911,0.052065898,0.163321168,0.14,0.23,1
