업종,브랜드,가맹사업 개월수,가맹점수,가맹점 평균매출액,창업비용,개점률,폐점률
한식,한옥집김치찜,28,8,587370 ,"164000",62,0
한식,진고집동해동태탕&냉면,50,8,334397 ,"85050",25,0
한식,백채,75,140,253638 ,"46860",10,5
한식,153포인츠(POINTZ),83,9,355533 ,"87510",0,0
한식,뚱뚱이할머니족발보쌈,196,18,20813 ,"20680",5,0
한식,진배기 원조할매국밥,172,65,283061 ,"74000",0,7
한식,쎌빠,130,7,291098 ,"125750",0,14
한식,맛찬들왕소금구이,95,92,1171640 ,"182500",9,5
한식,왔쏘,43,10,452522 ,"16500",10,20
한식,본도시락,125,348,322355 ,"80495",8,3
한식,남자마늘보쌈,92,5,589627 ,"195850",0,60
한식,맛깔참죽,212,131,157490 ,"63150",14,15
한식,아지야가꿉으께,39,6,248596 ,"28400",16,50
한식,최용석의 뼈큰청진동해장국,153,5,536434 ,"129300",0,20
한식,뼈큰감자탕,62,16,496015 ,"164500",6,0
한식,우리동네 대패집,47,5,289406 ,"50300",20,0
한식,전주24시참편한39콩나물국밥,43,14,543426 ,"136700",42,0
한식,닭발싸롱,66,13,271456 ,"51700",53,30
한식,바우네 나주곰탕,41,53,281883 ,"70980",33,32
한식,소공동뚝배기집,72,15,378451 ,"78375",6,46
한식,삼겹파티,120,50,250617 ,"75050",2,18
한식,뚱삼이와대삼이,67,25,331503 ,"88600",12,8
한식,개정,137,15,836139 ,"283000",0,0
한식,고향옥얼큰순대국,96,15,743713 ,"110000",46,0
한식,한올면옥,11,14,376898 ,"187550",35,14
한식,반마리가격에한마리반한찜닭,20,9,126044 ,"34933",100,0
한식,택이네 조개전골,26,15,562955 ,"91300",66,0
한식,모두의만족,58,15,299573 ,"32700",60,46
한식,갈비에 빠지다,30,6,484411 ,"106400",83,0
한식,국민수육국밥&막국수,75,10,194155 ,"94870",0,40
한식,밤새먹소,51,10,744904 ,"97950",50,0
한식,바우네나주곰탕,76,174,260826 ,"72630",45,18
한식,본죽&비빔밥cafe,74,397,328888 ,"101010",26,1
한식,갈비냉면,26,21,84263 ,"36947",100,4
한식,The 진한 나주곰탕 1인용,26,49,67307 ,"37489",100,16
한식,본죽,219,1087,198712 ,"71750",0,6
한식,온리김치찌개(Only김치찌개),33,27,82582 ,"36410",92,33
한식,자박갈비,34,6,532093 ,"103100",50,0
한식,일품장수미역,49,10,231646 ,"139680",30,30
한식,명사순대,64,5,291465 ,"94550",20,20
한식,생생낙지,125,6,155754 ,"134780",16,0
한식,조마루감자탕,290,190,292787 ,"154478",3,6
한식,만권화밥,55,16,191758 ,"90000",62,0
한식,마린보이동태탕.찜.코다리1번가,45,17,182844 ,"79500",41,41
한식,우박집,120,10,349598 ,"70050",10,20
한식,시골애,142,19,485817 ,"117700",0,0
한식,우된장,11,7,223286 ,"35200",100,0
한식,감성족발,38,8,206593 ,"64600",12,12
한식,밥통령,45,60,98387 ,"8800",50,13
한식,삼교리동치미막국수,96,12,429789 ,"135000",41,8
한식,다담뜰 한식뷔페,74,15,1362000 ,"678800",0,6
한식,봉할매김치찌개불백,50,10,205749 ,"94600",40,30
한식,삼곱식당,61,20,572205 ,"118900",40,30
한식,담미온,42,11,860099 ,"130800",45,0
한식,이태리부대찌개,53,39,452189 ,"96160",23,2
한식,돼지33,28,7,251149 ,"53900",85,0
한식,삼선미나주곰탕,11,6,576705 ,"129050",100,0
한식,쌈촌,120,49,286798 ,"162800",2,2
한식,정대박나주곰탕,26,9,197705 ,"129050",100,0
한식,곤지암할매소머리국밥,74,106,133352 ,"49300",31,13
한식,맷돌로만,95,13,442500 ,"137750",15,7
한식,열선수애호박돼지국밥,45,11,129066 ,"64625",9,9
한식,엉터리 해장국&감자탕&곱창전골,40,11,562781 ,"205800",0,9
한식,엉터리생고기 두번째이야기 무한삼겹,61,106,461095 ,"199700",2,35
한식,복사꽃피는집,42,7,872828 ,"227100",57,0
한식,데일리갈비,51,6,171256 ,"40920",50,66
한식,번지농장돌판아구찜,127,14,406796 ,"113000",14,14
한식,삼시세때,147,18,359869 ,"83600",0,22
한식,엉터리생고기,176,61,613348 ,"188700",0,16
한식,댓짱돈까스,120,13,649505 ,"175060",0,0
한식,사계진미 숯불닭갈비,38,27,424289 ,"105900",55,7
한식,노마세야매운갈비찜,96,18,245374 ,"96700",16,33
한식,옥이네김치찌개와직화삼겹,26,49,25425 ,"28740",100,0
한식,울엄마 양평해장국,67,49,333739 ,"76500",12,28
한식,진국본가,34,10,278418 ,"119300",50,0
한식,조춘식동갑이네,83,16,264673 ,"72300",31,31
한식,따띠삼겹,23,15,211190 ,"26850",100,0
한식,경복궁삼계탕,24,14,530851 ,"50100",100,0
한식,샤브마니아,30,17,762947 ,"133900",70,0
한식,대독장,65,32,367470 ,"95950",3,0
한식,메밀고개 시골막국수,117,8,81862 ,"105300",25,12
한식,홍익궁중전통육개장,84,55,363090 ,"129490",7,27
한식,대동,120,80,394530 ,"193600",43,3
한식,코다리밥상,64,21,787707 ,"196100",19,9
한식,육마니 옛날전통육개장,80,13,214536 ,"113300",30,15
한식,한상차림 코다리명가,36,15,598880 ,"149820",60,0
한식,누리마을감자탕,211,59,341071 ,"171300",0,10
한식,전통맛집 할매순대국,44,13,270003 ,"70150",23,0
한식,사골먹은 감자탕,25,7,108869 ,"57550",100,0
한식,만족오향족발,85,23,474686 ,"106950",4,39
한식,도둑고기,42,31,556107 ,"101150",22,9
한식,화통삼,98,37,334118 ,"90450",0,59
한식,굴마을낙지촌,203,33,345326 ,"98010",3,21
한식,코다차야,91,14,1917239 ,"372480",0,7
한식,한패,70,6,383180 ,"95200",0,83
한식,"고기,원칙",47,52,470886 ,"88770",67,1
한식,사람사는고깃집김일도,35,13,1055353 ,"134525",30,0
한식,김둘레순대국,68,16,472932 ,"79450",25,12
한식,전주남문조춘자토종피순대국,95,28,280683 ,"72100",10,46
한식,정가대박집,135,34,621258 ,"215400",8,5
한식,맛없으면 환불해주는 장군집,11,15,976502 ,"43071",100,0
한식,마음을 담은 김치찌개,38,14,213154 ,"43000",57,57
한식,인생해장국,30,13,326422 ,"86110",76,7
한식,굿맘할매순대국&양선지해장국,50,56,367974 ,"65210",12,12
한식,팜팜대패,30,11,80226 ,"120580",90,0
한식,신단설렁탕,79,8,147273 ,"35200",37,50
한식,88선수촌,12,15,522572 ,"87700",100,26
한식,두리맛감자탕,141,21,529286 ,"109700",14,19
한식,주순희찌개마을시골촌,136,9,237960 ,"74800",0,55
한식,예향정,67,41,425277 ,"162000",4,17
한식,호세야오리바베큐,78,84,90009 ,"74800",13,8
한식,차돌육미,27,6,262491 ,"96500",50,66
한식,전주팔미콩나물국밥,53,23,403856 ,"96500",4,4
한식,도토리편백집,39,21,584007 ,"160500",61,0
한식,양평서울해장국 큰아들집,43,8,334190 ,"102900",12,37
한식,김명자낙지마당,146,42,450252 ,"84950",19,64
한식,한방전주콩나물국밥,109,58,398355 ,"93200",5,0
한식,별난돼지 김치찌개 & 뒷고기,37,5,348284 ,"126200",0,0
한식,킹부대찌개테이크아웃,34,20,51290 ,"19800",60,25
한식,팔백국밥,99,17,152886 ,"76800",23,29
한식,큰맘할매순대국,85,407,236761 ,"68230",19,25
분식,선비꼬마김밥,46,64,227305 ,"52760",34,0
분식,스쿨푸드,143,59,765455 ,"167300",22,23
분식,사담손만두,26,8,710285 ,"190221",100,12
분식,내가진짜떡볶이다,36,26,264885 ,"50100",76,15
분식,찡떡,16,7,327332 ,"21800",100,0
분식,응급실국물떡볶이,75,221,289120 ,"53270",54,1
분식,킹콩떡볶이,93,42,105384 ,"54950",35,52
분식,잇또라멘,36,33,121601 ,"51950",63,30
분식,죠스떡볶이,134,247,224670 ,"95690",5,17
분식,뚱볶이,21,7,115061 ,"14300",100,0
분식,자매떡볶이,60,14,229044 ,"54450",21,7
분식,마피아떡볶이,47,41,186760 ,"52050",85,4
분식,청년다방,71,323,365552 ,"97750",29,0
분식,싸다김밥,31,25,703545 ,"79200",56,0
분식,신참떡볶이,189,215,163694 ,"44550",24,12
분식,국대떡볶이,135,58,195321 ,"69820",0,22
분식,우리둥지,35,5,173659 ,"48200",0,100
분식,국수나무,175,538,231426 ,"72030",8,6
분식,명인만두,209,129,153571 ,"127450",18,13
분식,인정국물떡볶이,28,28,197349 ,"39830",64,3
분식,오떡,89,51,181793 ,"54404",41,31
분식,투핑거스,51,6,74569 ,"69490",83,33
분식,개념떡볶이,32,11,82625 ,"40820",72,9
분식,공수간,102,192,54021 ,"70119",53,25
분식,호떡당,82,25,86008 ,"41680",60,24
분식,으니의수라간,98,12,63996 ,"53200",0,8
분식,이토우야 ITTOUYA,26,7,189278 ,"68000",100,0
분식,보영만두,158,8,370782 ,"89800",12,37
분식,참숯불닭발불떡볶이,40,8,135563 ,"52930",0,37
분식,바푸리,94,92,168053 ,"80170",3,31
분식,핫프렌즈 핫도그,40,8,40745 ,"36850",0,62
분식,북문로떡볶이,88,28,97892 ,"52680",3,67
분식,정아니의불타는여고24시떡볶이,38,19,382433 ,"55050",78,0
분식,오정은A김밥,78,21,264049 ,"94710",19,23
분식,참 좋은 김밥천국,59,13,182633 ,"65450",38,0
분식,신대장 떡볶이,46,17,248910 ,"42700",35,5
분식,대한분식,26,11,189010 ,"53260",100,0
분식,두끼,72,218,603228 ,"177436",24,0
분식,엄청난떡볶이,70,17,155863 ,"32700",0,23
분식,즉석국물떡볶이 달쫀,59,11,203271 ,"48530",27,0
분식,장호덕손만두,9,47,115071 ,"39600",48,0
분식,본만두,46,8,476768 ,"125082",50,0
분식,우럼마왕만두,125,17,153137 ,"39600",0,64
분식,떡볶이스타,46,17,23765 ,"47300",47,5
분식,웁스떡볶이,98,15,51870 ,"42920",0,0
분식,밀방떡,42,22,245153 ,"49640",72,9
분식,이웃집소녀떡볶이,90,53,168340 ,"80950",5,20
분식,채다올김밥,85,17,186314 ,"60390",0,5
분식,불오뎅,104,13,176948 ,"42150",30,7
분식,모범떡볶이1976,76,17,211131 ,"59810",17,35
분식,진미면막국수,120,9,298089 ,"62400",0,0
분식,뚱보아저씨 돈가스,50,4,237930 ,"90000",50,0
분식,심할머니안흥찐빵만두,59,29,118594 ,"66910",31,0
분식,신화신가네매운떡볶이,123,9,96543 ,"32780",11,44
분식,인정국물떡볶이,62,43,197349 ,"39830",41,2
분식,몬나니떡볶이,79,7,123640 ,"59970",0,100
분식,딸부자꼬마김밥,88,5,170116 ,"35100",60,0
분식,두레마을우동집,60,8,88510 ,"91500",12,0
분식,파더스김밥,72,17,43108 ,"64810",23,17
분식,마포만두,131,12,8760 ,"83540",0,25
분식,우리동네국수집,68,16,195328 ,"56350",12,12
분식,한국수,62,9,348917 ,"114121",33,0
분식,미가람팔팔닭떡볶이,46,6,489196 ,"137800",16,0
분식,조코만삼겹떡볶이,9,13,146413 ,"28765",100,0
분식,신만용신가네매운떡볶이,84,28,129359 ,"73150",0,0
분식,삼첩분식,23,33,78549 ,"29620",100,6
분식,수철이네왕새우튀김,61,46,221226 ,"52230",19,26
분식,쿠웨이트떡볶이,35,60,167889 ,"43450",66,30
분식,쉐프가만든떡볶이,94,4,116621 ,"60000",0,50
분식,수유리우동집,86,88,212949 ,"82500",25,9
분식,부들부들떡볶이,36,2,146430 ,"59950",0,100
분식,오떡후,28,68,110737 ,"45600",95,13
분식,올떡,170,93,106103 ,"36899",17,15
분식,여우愛,29,9,206001 ,"62400",88,0
분식,장상궁김밥,79,7,308525 ,"70100",28,0
분식,역전우동0410,107,114,373280 ,"84743",16,1
분식,미정국수0410,138,25,516271 ,"87068",28,4
분식,열정분식소,33,38,337066 ,"72400",68,5
분식,김밥제일가,59,11,176679 ,"72370",27,0
분식,아딸,65,36,106392 ,"83400",22,11
분식,덕자네방앗간,45,4,370000 ,"96900",0,0
분식,오별난멸치국수,69,22,548167 ,"84400",31,27
분식,눈꽃치즈떡볶이,31,49,57311 ,"42802",22,22
분식,고속우동,35,5,279860 ,"93455",0,0
분식,부산어묵,52,11,22608 ,"85500",36,36
분식,케이콜라보김밥∙떡볶이,61,27,174733 ,"79600",33,11
분식,토마토김밥,127,106,365162 ,"65700",7,5
분식,얌샘,174,23,165527 ,"61100",0,86
분식,소가담,53,7,222565 ,"165210",14,85
분식,오마뎅,47,94,163028 ,"79250",39,10
분식,빨강떡볶이 메이드 바이 신앤군컴퍼니,38,14,221024 ,"39100",21,28
분식,나는 조선의 떡볶이다,74,25,77491 ,"47980",0,40
분식,달려라달봉이떡볶이,32,5,170800 ,"23100",20,20
분식,로봇김밥,84,14,197070 ,"75700",0,78
분식,김피라(kimpira),72,13,156067 ,"138200",23,0
분식,효형제돈까스,70,6,432618 ,"172400",33,66
분식,밀크밥버거,95,7,41102 ,"36300",0,100
분식,서가원김밥,84,19,136004 ,"60500",10,21
분식,용우동,261,186,247342 ,"101800",11,5
분식,밥앤스낵,38,9,175897 ,"37080",33,11
분식,꾼떡,151,25,105888 ,"37080",0,12
분식,김대표 김밥,54,6,354559 ,"65800",0,0
분식,치킨곱하기떡볶이,23,4,198466 ,"38441",100,0
분식,분식쌀롱,36,18,316600 ,"75600",61,0
분식,135튀김집,36,13,243360 ,"75000",53,23
분식,알촌,119,21,190778 ,"78300",4,14
분식,와닭꼬치,102,7,74928 ,"36845",42,100
분식,걸작떡볶이치킨,84,135,316393 ,"63160",33,9
분식,로라방앗간,54,19,195687 ,"48025",52,5
분식,밥맛나는세상,69,70,228722 ,"64620",17,20
분식,애플꼬마김밥,23,12,153966 ,"48100",100,0
분식,홍마떡,25,6,421179 ,"98819",100,0
분식,선릉역매운떡볶이,27,9,212744 ,"63160",33,55
분식,구포국수,64,15,184524 ,"69750",20,0
분식,분식이 이래도 되는가,44,39,187868 ,"58000",58,0
분식,지지고(GGGO),114,68,141713 ,"41370",7,14
분식,탄탄면공방,33,13,232086 ,"110200",61,23
분식,크앙분식,11,6,61500 ,"56350",100,0
분식,소소떡볶이,55,20,192553 ,"73390",70,30
분식,찰스숯불김밥,97,18,220757 ,"56000",0,33
분식,홍대마녀,37,7,22223 ,"83100",100,0
분식,동대문떡볶이동떡,80,12,162654 ,"37520",16,8
분식,돈페플러스,26,8,87728 ,"43800",100,12
분식,돈페,91,5,784186 ,"337250",20,0
분식,리김밥,70,26,282890 ,"85690",30,11
분식,신떡,233,34,98374 ,"39390",8,35
분식,오로지라멘,11,2,23402 ,"58080",100,0
분식,만두여행,46,105,54489 ,"62170",100,16
분식,정성한줄,68,17,542106 ,"66680",11,11
분식,바르다김선생,85,138,396549 ,"143270",9,15
분식,행컵,57,19,205450 ,"60500",21,0
분식,스쿨스토어,119,13,408012 ,"39050",7,76
분식,맛있게듬뿍,41,6,154441 ,"71070",33,0
분식,더바스켓,78,22,166861 ,"43081",40,9
분식,라이스쉐프,30,12,220356 ,"94306",41,0
분식,신포우리만두,430,113,355488 ,"130091",11,9
분식,반장떡볶이,83,11,244111 ,"65040",9,45
분식,황기순의 칼국수&돈까스,108,57,141218 ,"71750",8,36
분식,보용만두,151,13,312853 ,"67650",7,46
분식,마성떡볶이,58,19,170121 ,"81300",68,5
분식,기봉이 김밥,37,12,183503 ,"50400",66,0
분식,이여사나무김밥,90,9,249549 ,"58320",22,0
분식,귀일,53,7,144289 ,"60300",28,14
분식,엉클박스,57,5,203500 ,"71950",0,20
분식,홍스떡,39,13,290440 ,"50358",61,0
분식,고수라,50,14,188147 ,"68000",0,28
분식,할매손충무김밥,66,25,167161 ,"61600",4,20
분식,생생돈까스,189,77,227363 ,"40950",10,24
분식,무꼬뭐꼬떡볶이,25,86,47172 ,"46300",100,0
분식,버무리떡볶이,154,90,161311 ,"56130",10,8
분식,불스떡볶이,76,138,223068 ,"34100",23,7
분식,알리바바쏙쏙김밥,34,6,153309 ,"66250",100,16
분식,치피떡,46,10,72813 ,"32769",20,30
분식,알면 통하는 떡볶이,50,9,114368 ,"28400",44,33
분식,애플김밥,124,21,271038 ,"63250",9,0
분식,남문떡볶이,52,11,189002 ,"42580",54,36
분식,왕순이 주먹밥 김밥,94,26,139746 ,"47600",3,7
분식,공씨네주먹밥,142,18,70124 ,"57380",5,11
분식,명동할머니국수,106,34,257348 ,"68980",0,23
분식,슈퍼떡볶킹,32,18,15891 ,"41350",27,0
분식,틈새라면,220,43,90030 ,"41720",6,16
분식,동산만두,37,12,194471 ,"24730",83,25
분식,이삭토스트,211,809,144992 ,"57815",4,5
분식,두가지떡볶이,24,14,163949 ,"29000",100,0
분식,브라더꽈배기,26,8,485214 ,"35200",100,0
분식,춘하추동,92,8,152792 ,"113770",37,37
분식,오늘애김밥(오늘愛김밥),56,10,584982 ,"65645",50,0
분식,송촌꼬마김밥,65,35,81477 ,"43710",0,8
분식,땡큐꼬마김밥,83,10,245336 ,"53900",0,0
중식,짬뽕타임,86,31,769125 ,"132011",6,19
중식,상상짬뽕,27,10,812402 ,"102130",70,0
중식,정쉐프탕수육,51,11,121099 ,"41215",63,0
중식,마시내탕수육짜장,190,34,36752 ,"64250",2,32
중식,제레미20(Jeremie20),45,5,19967 ,"64215",0,20
중식,착한쭝식,41,24,559319 ,"98360",50,25
중식,짬뽕지존,89,51,1117711 ,"151250",23,3
중식,이비가짬뽕,115,138,454979 ,"200665",7,5
중식,피슈 마라홍탕,39,25,727945 ,"89200",80,0
중식,사해방탕수육,9,10,225654 ,"59400",60,60
중식,불이아,184,9,936646 ,"285500",22,11
중식,메이탄,32,12,1381747 ,"475440",33,8
중식,북경짜장,48,10,998661 ,"144150",0,20
중식,전설의짬뽕,121,32,555033 ,"95755",18,21
중식,홍탕,133,61,20828 ,"39600",50,13
중식,중화가정,50,16,361371 ,"135580",68,37
중식,홍콩반점0410,201,213,622725 ,"122602",9,4
중식,신룽푸마라탕,21,44,421933 ,"68630",100,0
중식,교동짬뽕,79,29,535640 ,"113950",20,17
중식,홍리마라탕,28,18,168821 ,"154080",83,0
중식,짬뽕타운,123,5,282275 ,"78900",0,40
중식,짬뽕10101,81,30,462659 ,"84400",13,3
중식,몽짬뽕,35,5,319477 ,"92500",0,0
중식,라공방,24,13,1268972 ,"150200",100,0
중식,홍짜장,154,92,185272 ,"63450",8,23
중식,큐큐면관,27,7,301264 ,"102650",28,0
중식,이만구교동짬뽕,76,4,666639 ,"167120",0,25
중식,마라내음,38,8,283347 ,"81200",62,12
중식,더시카고짬뽕(THE CHICAGO JJAMPPONG),76,7,404829 ,"140900",28,85
중식,징차이짜장,28,13,738552 ,"120250",76,0
중식,라화쿵부,50,106,406572 ,"79250",72,9
중식,쏘핫 마라탕 마라샹궈,34,8,138811 ,"55000",75,0
중식,바른푸드,33,13,68169 ,"22550",76,7
일식,원카츠,53,4,210828 ,"70200",25,0
일식,코코로벤또,108,15,371748 ,"102550",13,13
일식,카모메,131,26,177807 ,"71300",19,15
일식,배터지는생동까스,183,87,110012 ,"46100",9,18
일식,쿠우쿠우,108,117,2945261 ,"822000",13,3
일식,멘야마쯔리,27,6,256090 ,"61400",50,0
일식,홍대돈부리,108,32,387255 ,"96250",18,6
일식,고레카레,57,7,290911 ,"80000",42,0
일식,스시노칸도,28,4,1105834 ,"115110",100,0
일식,하루엔소쿠,57,73,239158 ,"107127",32,15
일식,신기소,257,21,204048 ,"146400",19,9
일식,소노야,145,26,192541 ,"79800",7,7
일식,기소야,375,39,156020 ,"183800",7,20
일식,멘무샤조이,66,5,24788 ,"76755",0,60
일식,스시아오,43,6,568138 ,"112450",50,0
일식,마싰는끼니,60,15,185440 ,"53900",20,73
일식,겐로쿠우동,118,16,240214 ,"80900",6,6
일식,스시투어,70,6,950000 ,"0",0,0
일식,오이시라멘,113,6,170258 ,"73290",0,16
일식,카츠탄탄,28,8,483248 ,"169750",87,12
일식,수코미치,49,10,256951 ,"69000",80,50
일식,스타동,38,9,458530 ,"66550",11,0
일식,하코야,155,24,244988 ,"84720",25,29
일식,고칸,35,16,357763 ,"75580",31,0
일식,오와스시,58,10,458246 ,"86400",10,20
일식,이자와,65,20,395760 ,"91210",0,65
일식,돈돈정,71,14,526441 ,"157000",0,100
일식,마카나이,44,7,201150 ,"51700",14,14
일식,제라진돈가스,31,8,253750 ,"127300",12,0
일식,도쿄이찌바,46,7,535957 ,"209200",42,0
일식,스시한판,80,6,636811 ,"110500",0,16
일식,아프로,82,4,269374 ,"116600",0,25
일식,스시오블랙컨테이너,96,21,907018 ,"147070",0,9
일식,헬로피쉬,98,9,246638 ,"93740",0,55
일식,코소코소,47,6,253737 ,"73000",0,16
일식,멘야산다이메,123,17,397908 ,"131955",5,35
일식,가츠몽,105,39,231634 ,"73500",7,10
일식,토끼정,65,22,1077730 ,"201100",13,27
일식,사보텐,209,5,841865 ,"325200",0,60
일식,스시웨이,126,28,434162 ,"105620",7,28
일식,주인의주방,90,17,260885 ,"65150",58,29
일식,히노아지,147,34,252863 ,"75600",35,23
일식,홈팝참치,58,18,157800 ,"60500",0,22
일식,심야오뎅,46,27,155182 ,"52390",11,29
일식,25카츠,99,23,350933 ,"82300",0,17
일식,야끼화로,71,7,519933 ,"105600",28,14
일식,후쿠오카함바그,88,8,318285 ,"150500",0,62
일식,후쿠오카함바그익스프레스,66,6,530349 ,"149950",0,16
일식,金太郞,120,21,260590 ,"132600",0,28
일식,도쿄라멘,43,59,149243 ,"49630",54,16
일식,동명 카츠,36,78,102727 ,"53315",50,38
일식,탐나종합어시장,26,15,2209391 ,"104390",100,0
일식,겐텐,28,4,219971 ,"143800",100,0
일식,미카도스시,55,38,653831 ,"131500",31,18
일식,야미가,62,24,460108 ,"66240",0,25
일식,산카이 이자카야,83,35,415563 ,"91000",17,17
일식,유부남,35,4,265629 ,"76885",50,50
일식,25센치,31,26,414671 ,"71500",92,0
일식,몬스터스시&사시미,28,5,382968 ,"117750",100,40
일식,쿠시마사,24,1,344184 ,"208500",100,0
일식,쿠벤(KU·BEN),71,14,131083 ,"54900",0,21
일식,미소야,243,195,356974 ,"87140",4,4
일식,열도분식,57,6,230669 ,"53761",33,0
일식,히메노라멘,32,8,314175 ,"77525",87,62
일식,유리카모메,93,14,262888 ,"80330",7,14
일식,이태원천상,137,7,819066 ,"244600",14,28
일식,마마돈,59,7,347797 ,"84950",14,28
일식,미스터스시,81,17,451812 ,"166300",0,41
일식,하나돈까스,153,16,544395 ,"109500",6,12
일식,이자카야 게다(げた),23,8,324757 ,"74500",100,0
일식,동경에서먹었던규동,11,22,250449 ,"0",68,0
일식,꽃남연어집,66,4,406182 ,"88000",0,25
일식,마루가메제면,81,4,368460 ,"225450",0,0
일식,시오도메,91,7,192126 ,"120500",14,14
일식,하나샤브샤브,51,5,537674 ,"262600",0,0
일식,키무카츠,45,18,313109 ,"150400",16,16
일식,도꼬돈카츠,74,6,277515 ,"93750",0,16
일식,DON돈까츠,39,6,203350 ,"81900",16,0
서양식,바네스,87,3,71317 ,"264700",0,33
서양식,빈체로,118,22,420547 ,"94900",27,4
서양식,브라우니70,109,8,573151 ,"286200",0,25
서양식,김씨화덕,106,6,492803 ,"157000",16,33
서양식,빠레뜨한남,19,5,802328 ,"105950",100,0
서양식,요녀석,35,42,269989 ,"33000",73,2
서양식,그 : 숲,31,6,525000 ,"86900",50,0
서양식,파티오42,88,7,318188 ,"158200",14,42
서양식,클램(CLAM),56,7,542636 ,"221780",0,42
서양식,선식당,26,21,583727 ,"129800",100,0
서양식,한끼맛있다,54,20,581873 ,"167200",30,0
서양식,고메돈까스,34,5,611624 ,"112200",60,0
서양식,비밀더비스트로(BMEAL THE BISTRO),41,8,292741 ,"104500",12,0
서양식,맨인더키친(MAN IN THE KITCHEN),116,7,682373 ,"256900",28,0
서양식,스파게티스토리,130,42,236612 ,"50620",40,0
서양식,동성로매콩돈까스와 냉면,95,7,300608 ,"75480",0,28
서양식,마녀주방,48,5,703593 ,"275700",40,0
서양식,돈까스 BROS,36,6,358206 ,"87150",50,0
서양식,웰돈까츠,28,56,41539 ,"34100",98,0
서양식,루스트플레이스,95,14,1124370 ,"492800",7,0
서양식,딜스테이크,28,36,121775 ,"46100",91,13
서양식,롤링파스타,23,18,1106119 ,"125010",100,0
서양식,플라잉볼,78,21,188324 ,"134250",14,23
서양식,스탠딩스테이크,57,43,147343 ,"53270",39,20
서양식,봉대박스파게티,141,30,239656 ,"141650",3,20
서양식,아날로그키친,62,5,524684 ,"90650",0,20
서양식,서가앤쿡,119,85,941243 ,"221600",5,3
서양식,미태리,29,25,284462 ,"91152",84,0
서양식,행복이있는그곳돈까스식당,52,10,53193 ,"65030",30,40
서양식,모모스테이크,99,43,270400 ,"79000",4,48
서양식,쑝쑝돈까스,49,63,280885 ,"60069",55,7
서양식,컨트리맨즈,71,19,727436 ,"368640",26,21
서양식,정든밤,25,5,407680 ,"85800",100,0
서양식,롱브레드,115,5,637382 ,"217730",20,40
서양식,쏘렌토,341,7,356250 ,"194700",0,0
서양식,아인방,71,6,1039751 ,"439000",16,16
서양식,미쿡식당,40,5,604523 ,"129960",20,20
서양식,닐리스(Nilli's),64,7,255865 ,"195740",14,14
서양식,닐리,176,27,379041 ,"101700",0,18
서양식,헌터스문,60,5,341287 ,"143100",0,40
서양식,스파게티스토리까르보네,112,31,185999 ,"104740",3,16
서양식,헝그리브라더스,34,14,205970 ,"51610",78,28
서양식,안디아모티볼리 (Andiamo Tivoli),26,5,524551 ,"160100",100,0
서양식,뜨돈(DD'DON),52,10,656652 ,"115200",20,0
서양식,스푼필라프,36,31,177282 ,"38500",38,25
서양식,파스토보이(pastoboy),55,20,310007 ,"50070",25,30
서양식,수페부엌,88,5,508923 ,"133450",20,0
서양식,샤이바나,117,13,532985 ,"163600",0,100
서양식,홍익돈까스,121,96,722247 ,"199470",10,5
기타 외국식,램플러스,58,22,312425 ,"66000",4,31
기타 외국식,다구오,43,9,330980 ,"62800",11,11
기타 외국식,호아빈,210,28,322643 ,"132650",3,39
기타 외국식,일공공샤브,41,17,505428 ,"185400",47,0
기타 외국식,생어거스틴,98,23,816351 ,"184250",0,30
기타 외국식,부리또인,61,14,225662 ,"46200",21,7
기타 외국식,리틀파파포(Little PAPA Pho),91,10,263418 ,"137500",10,10
기타 외국식,더램(THE램),72,9,311596 ,"94850",11,11
기타 외국식,Emoi(에머이),53,76,465465 ,"92835",5,42
기타 외국식,유생촌,92,11,1111425 ,"385300",9,36
기타 외국식,리틀하노이(LittleHANOI),51,41,134245 ,"60326",17,39
기타 외국식,핵스테이크,56,23,209672 ,"63500",47,52
기타 외국식,후라이드참잘하는집,48,178,446688 ,"35600",23,0
기타 외국식,반포식스,99,15,686690 ,"185400",0,0
기타 외국식,포앤반(PHO&BANH),45,4,119829 ,"60850",0,100
기타 외국식,그릴타이,89,10,557781 ,"160100",0,0
기타 외국식,르번미(Lebunmie),69,10,349049 ,"97700",10,20
기타 외국식,쏭스클럽핫도그,77,54,57259 ,"52500",9,7
기타 외국식,포트리스,18,21,123084 ,"76800",100,0
기타 외국식,포보스,104,10,293551 ,"141400",0,20
기타 외국식,철판떼기,35,10,81956 ,"72300",80,70
기타 외국식,영칼로리 쌀국수,29,26,38475 ,"27280",92,7
기타 외국식,베트남노상식당,56,28,241385 ,"58980",14,53
기타 외국식,PHO38,58,5,172008 ,"41572",20,100
기타 외국식,아리가또맘마,120,50,209750 ,"59312",34,42
기타 외국식,도스타코스,173,12,255207 ,"105000",0,0
기타 외국식,토마틸로,62,6,476796 ,"244350",0,33
기타 외국식,엉클인더키친,23,2,541812 ,"81650",100,0
기타 외국식,미분당,38,19,445768 ,"100920",47,0
기타 외국식,월남국수,47,7,134002 ,"53370",0,100
기타 외국식,하와이새우트럭,54,12,203751 ,"136600",16,41
기타 외국식,달링스테이크,38,5,254023 ,"64606",40,0
기타 외국식,분짜라붐,43,8,480695 ,"175000",0,100
